"fecha_hora","organizacion_o_reparticion","puesto_o_area_recomendada","idioma_recomendado","correo","recomendacion","plantilla_thunderbird","estado","detalle","archivo_eml"
"2026-07-31T01:44:45-03:00","IDENI","Desarrollo de software, automatización, datos e inteligencia artificial aplicada","español-industrial","empleos@ideni.com.ar","Directo — Enviar CV directamente al canal de empleo.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/014443_002750_empleos@ideni.com.ar_espanol-industrial_f028c863d2ad.eml"
"2026-07-31T01:44:58-03:00","Core Desarrollos","IA aplicada, automatización de procesos, integración de modelos, backend y consultoría técnica","español-industrial","info@coredes.com.ar","Probable — Enviar CV y solicitar consideración para el equipo técnico.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/014455_704094_info@coredes.com.ar_espanol-industrial_1cbe4de00185.eml"
"2026-07-31T01:45:11-03:00","LAMBEX IA","Inteligencia artificial, automatización, IoT, integración de sistemas y desarrollo de soluciones empresariales","español-industrial","contacto@lambexia.com","Probable — Enviar CV orientado a IA aplicada, software e IoT.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/014508_914417_contacto@lambexia.com_espanol-industrial_ba9be2c22c45.eml"
"2026-07-31T01:45:24-03:00","Human AI","Desarrollo e integración de soluciones de IA, modelos locales, backend y automatización","español-industrial","contacto@humanai.com.ar","Probable — Enviar CV y solicitar derivación al equipo técnico o de incorporaciones.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/014521_889871_contacto@humanai.com.ar_espanol-industrial_4a46c84d7073.eml"
"2026-07-31T01:45:37-03:00","DAIA","Sistemas de inteligencia artificial, automatización, integración, analítica y desarrollo de software","español-industrial","info@daia.com.ar","Probable — Enviar CV para consideración o derivación al equipo de desarrollo.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/014534_626937_info@daia.com.ar_espanol-industrial_275356a1ca61.eml"
"2026-07-31T01:45:49-03:00","MendozaWebLab","IA aplicada, desarrollo SaaS, backend, APIs y automatización de procesos","español-industrial","contacto@mendozaweblab.com","Probable — Enviar CV solicitando consideración para proyectos técnicos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/014547_238051_contacto@mendozaweblab.com_espanol-industrial_f275ee462e24.eml"
"2026-07-31T01:46:02-03:00","Dirección de Innovación y Desarrollo Económico — Gobierno de Mendoza","Innovación tecnológica, IA aplicada al sector público y productivo, transformación digital y vinculación tecnológica","español-industrial","fmorabito@mendoza.gov.ar","Derivación — Solicitar que el CV sea remitido a programas, equipos u organizaciones tecnológicas vinculadas.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/014559_810760_fmorabito@mendoza.gov.ar_espanol-industrial_f35fb5de46da.eml"
"2026-07-31T01:46:15-03:00","Polo TIC Mendoza — Presidencia","Empresas de software, IA, datos, innovación y transformación digital del ecosistema mendocino","español-industrial","presidente@poloticmendoza.org","Derivación — Solicitar difusión o derivación del CV entre empresas y equipos asociados.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/014612_447899_presidente@poloticmendoza.org_espanol-industrial_c39b8c476985.eml"
"2026-07-31T01:46:27-03:00","Polo TIC Mendoza — Comunicación institucional","Ecosistema de empresas tecnológicas, laboratorio de IA y vinculación con organizaciones del sector","español-industrial","comunicacion@poloticmendoza.org","Derivación — Enviar por separado y solicitar orientación hacia empresas asociadas compatibles.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/014625_325883_comunicacion@poloticmendoza.org_espanol-industrial_343030420725.eml"
"2026-07-31T02:10:35-03:00","CAMMESA — Recursos Humanos","Operación e infraestructura del sistema eléctrico, redes, Linux, software, automatización, telecomunicaciones, ciberseguridad y datos","español-industrial","recursoshumanos@cammesa.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021032_339742_recursoshumanos@cammesa.com.ar_espanol-industrial_a2406aeb43d9.eml"
"2026-07-31T02:10:48-03:00","MSU Energy — Capital Humano","Generación eléctrica, automatización, infraestructura IT, redes, Linux, sistemas de control y ciberseguridad OT","español-industrial","empleos@msuenergy.com","Directo — Enviar CV directamente a Capital Humano.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021045_867882_empleos@msuenergy.com_espanol-industrial_4315cf1f235f.eml"
"2026-07-31T02:11:05-03:00","HEXING–TSI","Medición inteligente, electrónica, sistemas embebidos, telecomunicaciones, firmware, redes y energías renovables","español-industrial","rh@hxgroup.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021058_724275_rh@hxgroup.com.ar_espanol-industrial_d84d33c0c012.eml"
"2026-07-31T02:11:18-03:00","INVAP Ingeniería","Petróleo y gas, energía, software técnico, sistemas seguros, automatización, análisis de fallas e ingeniería tecnológica","español-industrial","rrhh@invapingenieria.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021115_761004_rrhh@invapingenieria.com.ar_espanol-industrial_abcec735a18b.eml"
"2026-07-31T02:11:30-03:00","Transportadora de Gas del Sur — TGS","Infraestructura crítica, transporte de gas, redes industriales, Linux, telecomunicaciones, automatización, SCADA y ciberseguridad OT","español-industrial","info@tgs.com.ar","Derivación — Solicitar que el CV sea remitido a Recursos Humanos o Tecnología.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021128_272963_info@tgs.com.ar_espanol-industrial_57f13cbe1a2e.eml"
"2026-07-31T02:14:48-03:00","CAMMESA — Recursos Humanos","Operación e infraestructura del sistema eléctrico, redes, Linux, software, automatización, telecomunicaciones, ciberseguridad y datos","español-industrial","recursoshumanos@cammesa.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021445_304114_recursoshumanos@cammesa.com.ar_espanol-industrial_359e79c1d35c.eml"
"2026-07-31T02:15:00-03:00","MSU Energy — Capital Humano","Generación eléctrica, automatización, infraestructura IT, redes, Linux, sistemas de control y ciberseguridad OT","español-industrial","empleos@msuenergy.com","Directo — Enviar CV directamente a Capital Humano.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021458_038187_empleos@msuenergy.com_espanol-industrial_6ba74a783597.eml"
"2026-07-31T02:15:13-03:00","HEXING–TSI","Medición inteligente, electrónica, sistemas embebidos, telecomunicaciones, firmware, redes y energías renovables","español-industrial","rh@hxgroup.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021510_658302_rh@hxgroup.com.ar_espanol-industrial_491bac26092f.eml"
"2026-07-31T02:15:26-03:00","INVAP Ingeniería","Petróleo y gas, energía, software técnico, sistemas seguros, automatización, análisis de fallas e ingeniería tecnológica","español-industrial","rrhh@invapingenieria.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021523_522977_rrhh@invapingenieria.com.ar_espanol-industrial_cc6bdc919637.eml"
"2026-07-31T02:15:39-03:00","Transportadora de Gas del Sur — TGS","Infraestructura crítica, transporte de gas, redes industriales, Linux, telecomunicaciones, automatización, SCADA y ciberseguridad OT","español-industrial","info@tgs.com.ar","Derivación — Solicitar que el CV sea remitido a Recursos Humanos o Tecnología.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021536_411988_info@tgs.com.ar_espanol-industrial_03ace96a4df8.eml"
"2026-07-31T02:17:43-03:00","Allaria","Ciberseguridad, infraestructura, desarrollo de plataformas, datos, automatización, APIs y seguridad de operaciones financieras","español-industrial","rrhh@allaria.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021740_669282_rrhh@allaria.com.ar_espanol-industrial_ca6300f3474c.eml"
"2026-07-31T02:17:56-03:00","Grupo SBS / Quicktrade","Desarrollo de plataformas de inversión, API Market, ciberseguridad, infraestructura, datos y automatización","español-industrial","empleos@gruposbs.com","Directo — Enviar CV directamente al canal de empleo.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021753_558953_empleos@gruposbs.com_espanol-industrial_d9b9604a8567.eml"
"2026-07-31T02:18:09-03:00","PUENTE","Ciberseguridad, infraestructura tecnológica, desarrollo backend, plataformas financieras, datos y continuidad operativa","español-industrial","rrhh@puentenet.com","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021806_239035_rrhh@puentenet.com_espanol-industrial_b68739451c59.eml"
"2026-07-31T02:18:22-03:00","Aldazabal y Cía.","Tecnología para ALyC, sistemas de back office, infraestructura, automatización, seguridad y datos","español-industrial","rrhh@aldazabal.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021819_371916_rrhh@aldazabal.com.ar_espanol-industrial_ebccc6cb614d.eml"
"2026-07-31T02:18:35-03:00","Brio Valores","Ciberseguridad, infraestructura, desarrollo de sistemas, redes, datos y plataformas para mercado de capitales","español-industrial","rrhh@briovalores.com","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/021832_363869_rrhh@briovalores.com_espanol-industrial_55d014efa83e.eml"
"2026-07-31T02:18:48-03:00","Greenfield Capital Markets","Tecnología de operaciones, sistemas de liquidación, infraestructura, automatización, seguridad y datos","español-industrial","rrhh@greenfieldcm.com","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/021845_197852_rrhh@greenfieldcm.com_espanol-industrial_f26bf5462652.eml"
"2026-07-31T02:19:01-03:00","GMC Valores / Grupo GMC","Riesgos tecnológicos, ciberseguridad, desarrollo de sistemas, infraestructura, datos y continuidad","español-industrial","rrhh@grupogmc.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/021858_111866_rrhh@grupogmc.com.ar_espanol-industrial_966e99dc84fd.eml"
"2026-07-31T02:19:13-03:00","Estructuras Financieras","Compliance tecnológico, ciberseguridad, sistemas, automatización, infraestructura y análisis de datos","español-industrial","rrhh@estructurasfinancieras.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/021911_005460_rrhh@estructurasfinancieras.com.ar_espanol-industrial_0f738d134f2d.eml"
"2026-07-31T02:19:26-03:00","Grupo Transatlántica / TSA Bursátil","Sistemas para mercado de capitales, infraestructura, desarrollo, redes, ciberseguridad y datos","español-industrial","rrhh@tsabursatil.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/021923_676782_rrhh@tsabursatil.com.ar_espanol-industrial_3ff412b171ac.eml"
"2026-07-31T02:19:38-03:00","Toros Capital","Infraestructura, ciberseguridad, plataformas de inversión, desarrollo backend y automatización","español-industrial","rrhh@toroscapital.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/021936_267990_rrhh@toroscapital.com.ar_espanol-industrial_50e8071501f0.eml"
"2026-07-31T02:19:51-03:00","Centaurus Securities","Tecnología para ALyC, seguridad de la información, infraestructura, sistemas y automatización","español-industrial","rrhh@centaurus.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/021948_985085_rrhh@centaurus.com.ar_espanol-industrial_52768b809fff.eml"
"2026-07-31T02:20:04-03:00","Intagro — Mercado de Capitales","Sistemas, datos, infraestructura, automatización y seguridad aplicada a operaciones financieras y agro","español-industrial","rrhh@intagro.com","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022001_659677_rrhh@intagro.com_espanol-industrial_df97a6a5b0bf.eml"
"2026-07-31T02:20:17-03:00","Enrique R. Zeni y Cía. — Mercado de Capitales","Tecnología para operaciones BYMA, MAE, MAV y Matba Rofex, automatización, datos, infraestructura y seguridad","español-industrial","empleos@zeni.com.ar","Directo — Enviar CV directamente al canal de empleo.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022014_892603_empleos@zeni.com.ar_espanol-industrial_e48c0caf6833.eml"
"2026-07-31T02:20:30-03:00","Balanz","Ciberseguridad, desarrollo de productos digitales, infraestructura, datos, automatización y plataformas de inversión","español-industrial","consultas@balanz.com","Derivación — Solicitar remisión del CV al equipo de People o Tecnología.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022027_844760_consultas@balanz.com_espanol-industrial_fcb4f6621f7c.eml"
"2026-07-31T02:20:43-03:00","Max Capital","Tecnología financiera, datos, infraestructura, ciberseguridad, desarrollo de aplicaciones y APIs","español-industrial","consultas@max.capital","Derivación — Solicitar remisión del CV a Recursos Humanos o Tecnología.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022040_799142_consultas@max.capital_espanol-industrial_3c4c7c9cea86.eml"
"2026-07-31T02:20:57-03:00","Adcap Grupo Financiero","Adcap Digital, API Broker, ciberseguridad, infraestructura, desarrollo, datos y automatización","español-industrial","info@ad-cap.com.ar","Derivación — Solicitar remisión del CV a Recursos Humanos o Adcap Digital.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022053_924687_info@ad-cap.com.ar_espanol-industrial_e14768023365.eml"
"2026-07-31T02:21:09-03:00","Grupo SBS","Desarrollo, infraestructura, ciberseguridad, API Market, datos y tecnología financiera","español-industrial","info@gruposbs.com","Probable — Correo institucional publicado junto al formulario laboral; enviar CV solicitando derivación a Selección.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022107_226734_info@gruposbs.com_espanol-industrial_15aafba3b1db.eml"
"2026-07-31T02:22:25-03:00","Greenfield Capital Markets","Tecnología de operaciones, sistemas de liquidación, infraestructura, automatización, seguridad y datos","español-industrial","rrhh@greenfieldcm.com","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022222_420444_rrhh@greenfieldcm.com_espanol-industrial_098624355af9.eml"
"2026-07-31T02:22:38-03:00","GMC Valores / Grupo GMC","Riesgos tecnológicos, ciberseguridad, desarrollo de sistemas, infraestructura, datos y continuidad","español-industrial","rrhh@grupogmc.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022235_675683_rrhh@grupogmc.com.ar_espanol-industrial_10f195e6c954.eml"
"2026-07-31T02:22:51-03:00","Estructuras Financieras","Compliance tecnológico, ciberseguridad, sistemas, automatización, infraestructura y análisis de datos","español-industrial","rrhh@estructurasfinancieras.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/022248_333306_rrhh@estructurasfinancieras.com.ar_espanol-industrial_0a7f8e515aed.eml"
"2026-07-31T02:23:04-03:00","Grupo Transatlántica / TSA Bursátil","Sistemas para mercado de capitales, infraestructura, desarrollo, redes, ciberseguridad y datos","español-industrial","rrhh@tsabursatil.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/022301_358920_rrhh@tsabursatil.com.ar_espanol-industrial_bba4ab46b75b.eml"
"2026-07-31T02:23:16-03:00","Toros Capital","Infraestructura, ciberseguridad, plataformas de inversión, desarrollo backend y automatización","español-industrial","rrhh@toroscapital.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/022314_042400_rrhh@toroscapital.com.ar_espanol-industrial_64a1c1b9c36e.eml"
"2026-07-31T02:23:29-03:00","Centaurus Securities","Tecnología para ALyC, seguridad de la información, infraestructura, sistemas y automatización","español-industrial","rrhh@centaurus.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/022326_806094_rrhh@centaurus.com.ar_espanol-industrial_15ec3f512a6b.eml"
"2026-07-31T02:25:49-03:00","Estructuras Financieras","Compliance tecnológico, ciberseguridad, sistemas, automatización, infraestructura y análisis de datos","español-industrial","rrhh@estructurasfinancieras.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022546_244162_rrhh@estructurasfinancieras.com.ar_espanol-industrial_93afc2221781.eml"
"2026-07-31T02:26:02-03:00","Grupo Transatlántica / TSA Bursátil","Sistemas para mercado de capitales, infraestructura, desarrollo, redes, ciberseguridad y datos","español-industrial","rrhh@tsabursatil.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022559_652079_rrhh@tsabursatil.com.ar_espanol-industrial_5a7d16cace31.eml"
"2026-07-31T02:26:15-03:00","Toros Capital","Infraestructura, ciberseguridad, plataformas de inversión, desarrollo backend y automatización","español-industrial","rrhh@toroscapital.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022612_175928_rrhh@toroscapital.com.ar_espanol-industrial_2352b0d8b592.eml"
"2026-07-31T02:26:28-03:00","Centaurus Securities","Tecnología para ALyC, seguridad de la información, infraestructura, sistemas y automatización","español-industrial","rrhh@centaurus.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022625_270685_rrhh@centaurus.com.ar_espanol-industrial_ad1f969e5755.eml"
"2026-07-31T02:26:41-03:00","NETSO Industrial","IT industrial, infraestructura, redes, Linux, automatización, sistemas de gestión, ciberseguridad y soporte tecnológico para producción automotriz","español-industrial","rrhh@netso.com.ar","Directo — Enviar CV directamente al Departamento de Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022638_403642_rrhh@netso.com.ar_espanol-industrial_05253a571411.eml"
"2026-07-31T02:26:54-03:00","Carlos Boero","Infraestructura IT, automatización industrial, redes, sistemas de producción, electrónica, integración y ciberseguridad OT","español-industrial","rrhh@carlosboero.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022651_034972_rrhh@carlosboero.com.ar_espanol-industrial_403d5b81f231.eml"
"2026-07-31T02:27:07-03:00","Collins Automotores","Sistemas de concesionaria, infraestructura, redes, Linux, ciberseguridad, desarrollo e integración de plataformas","español-industrial","rrhh@collins.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022704_505632_rrhh@collins.com.ar_espanol-industrial_2e11069794bd.eml"
"2026-07-31T02:27:20-03:00","Del Sur Autos","Infraestructura IT, redes, sistemas de gestión, ciberseguridad, automatización y plataformas digitales para concesionarias","español-industrial","rrhh@delsurautos.com.ar","Directo — Enviar CV directamente al canal laboral.","Enviar CV","ENVIADO","SMTP aceptó el mensaje","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/enviados/2026-07-31/022717_432211_rrhh@delsurautos.com.ar_espanol-industrial_2e0201def0ac.eml"
"2026-07-31T02:27:33-03:00","Central Autos","Sistemas, infraestructura, redes, Linux, seguridad informática, datos y automatización de procesos comerciales y de posventa","español-industrial","rrhh@centralchevrolet.com.ar","Directo — Enviar CV directamente al canal laboral.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/022730_265512_rrhh@centralchevrolet.com.ar_espanol-industrial_84cf82911d24.eml"
"2026-07-31T02:27:45-03:00","Automotores Mega","Infraestructura, redes, sistemas de concesionaria, desarrollo, ciberseguridad, electrónica y tecnología para vehículos comerciales","español-industrial","carolina@automotoresmega.com.ar","Directo — El sitio identifica el correo como canal de Recursos Humanos para futuras búsquedas.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/022743_629224_carolina@automotoresmega.com.ar_espanol-industrial_d1e39ba8b2cb.eml"
"2026-07-31T02:27:59-03:00","Repuestos Pesados","Sistemas, infraestructura, redes, Linux, integración de sucursales, comercio electrónico, datos y ciberseguridad","español-industrial","rrhh@repuestospesados.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/022755_911459_rrhh@repuestospesados.com.ar_espanol-industrial_5ddc949262ef.eml"
"2026-07-31T02:28:12-03:00","Euroamérica — Logística automotriz","Infraestructura IT, redes, sistemas logísticos, automatización, trazabilidad, ciberseguridad y desarrollo de plataformas","español-industrial","postulantes@euroamerica.com.ar","Directo — Enviar CV indicando el perfil tecnológico en el asunto.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/022809_379967_postulantes@euroamerica.com.ar_espanol-industrial_2d94ee5c763f.eml"
"2026-07-31T02:28:24-03:00","Euroamérica — Recursos Humanos","Sistemas, infraestructura tecnológica, redes, automatización y seguridad aplicada a logística de vehículos","español-industrial","rrhh@euroamerica.com.ar","Directo — Correo alternativo de Recursos Humanos; realizar un envío separado.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/022822_039135_rrhh@euroamerica.com.ar_espanol-industrial_10ce2c961bec.eml"
"2026-07-31T02:28:38-03:00","Moniport","Tecnología portuaria y logística automotriz, redes, infraestructura, sistemas de monitoreo, automatización y ciberseguridad","español-industrial","rrhh@moniport.com.ar","Directo — Enviar CV indicando el sector tecnológico de interés.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/022834_689503_rrhh@moniport.com.ar_espanol-industrial_161b5861a8ae.eml"
"2026-07-31T02:28:50-03:00","LIBECOM","Sistemas embebidos, microcontroladores, electrónica, conectividad, desarrollo de hardware y software para aplicaciones automotrices","español-industrial","rrhh@libecom.com.ar","Directo — Enviar CV directamente a Recursos Humanos.","Enviar CV","ERROR","SMTPDataError: (554, b'6.6.0 Error sending message for delivery.')","/home/jfcrypt/Documents/Proyectos/CVSender/CVSender_state/archivo_eml/errores/2026-07-31/022848_081543_rrhh@libecom.com.ar_espanol-industrial_f3dbec9c5a2c.eml"
